Titel                                                           06.08.2018 07:17
________________________________________________________________________________

Titel
Auswertungs-Kategorien:

Kurvenname:
  TMA CTE M21E Platten SA11 D, 03.08.2018 15:15:45
  Durchgeführt am03.08.2018 15:15:45
Kurvenwerte:
       Index           t          Ts          Tr        Wert
                           [s]           [°C]           [°C]           [µm]
           1273           1273         81,516         83,650        5558,25
           1274           1274         81,565         83,700        5558,27
           1275           1275         81,619         83,750        5558,29
           1276           1276         81,669         83,800        5558,31
           1277           1277         81,719         83,850        5558,33
           1278           1278         81,772         83,900        5558,35
           1279           1279         81,825         83,950        5558,37
           1280           1280         81,875         84,000        5558,39
           1281           1281         81,927         84,050        5558,41
           1282           1282         81,978         84,100        5558,42
           1283           1283         82,025         84,150        5558,44
           1284           1284         82,081         84,200        5558,46
           1285           1285         82,131         84,250        5558,48
           1286           1286         82,180         84,300         5558,5
           1287           1287         82,233         84,350        5558,52
           1288           1288         82,283         84,400        5558,54
           1289           1289         82,337         84,450        5558,56
           1290           1290         82,390         84,500        5558,57
           1291           1291         82,441         84,550        5558,59
           1292           1292         82,488         84,600        5558,61
           1293           1293         82,542         84,650        5558,63
           1294           1294         82,595         84,700        5558,65
           1295           1295         82,643         84,750        5558,67
           1296           1296         82,694         84,800        5558,69
           1297           1297         82,743         84,850        5558,71
           1298           1298         82,802         84,900        5558,73
           1299           1299         82,851         84,950        5558,74
           1300           1300         82,902         85,000        5558,76
           1301           1301         82,951         85,050        5558,78
           1302           1302         83,002         85,100         5558,8
           1303           1303         83,055         85,150        5558,82
           1304           1304         83,106         85,200        5558,84
           1305           1305         83,158         85,250        5558,86
           1306           1306         83,205         85,300        5558,88
           1307           1307         83,252         85,350         5558,9
           1308           1308         83,307         85,400        5558,92
           1309           1309         83,359         85,450        5558,93
           1310           1310         83,407         85,500        5558,95
           1311           1311         83,454         85,550        5558,97
           1312           1312         83,510         85,600        5558,99
           1313           1313         83,559         85,650        5559,01
           1314           1314         83,612         85,700        5559,03
           1315           1315         83,662         85,750        5559,05
           1316           1316         83,717         85,800        5559,07
           1317           1317         83,766         85,850        5559,09
           1318           1318         83,820         85,900        5559,11
           1319           1319         83,866         85,950        5559,13
           1320           1320         83,921         86,000        5559,14
           1321           1321         83,972         86,050        5559,16
           1322           1322         84,026         86,100        5559,18
           1323           1323         84,074         86,150         5559,2
           1324           1324         84,127         86,200        5559,22
           1325           1325         84,180         86,250        5559,24
           1326           1326         84,232         86,300        5559,26
           1327           1327         84,278         86,350        5559,28
           1328           1328         84,332         86,400         5559,3
           1329           1329         84,385         86,450        5559,32
           1330           1330         84,437         86,500        5559,33
           1331           1331         84,486         86,550        5559,35
           1332           1332         84,541         86,600        5559,37
           1333           1333         84,587         86,650        5559,39
           1334           1334         84,641         86,700        5559,41
           1335           1335         84,693         86,750        5559,43
           1336           1336         84,742         86,800        5559,45
           1337           1337         84,796         86,850        5559,47
           1338           1338         84,849         86,900        5559,48
           1339           1339         84,896         86,950         5559,5
           1340           1340         84,946         87,000        5559,52
           1341           1341         84,996         87,050        5559,54
           1342           1342         85,049         87,100        5559,56
           1343           1343         85,097         87,150        5559,58
           1344           1344         85,151         87,200         5559,6
           1345           1345         85,202         87,250        5559,62
           1346           1346         85,256         87,300        5559,64
           1347           1347         85,304         87,350        5559,65
           1348           1348         85,354         87,400        5559,67
           1349           1349         85,405         87,450        5559,69
           1350           1350         85,454         87,500        5559,71
           1351           1351         85,507         87,550        5559,73
           1352           1352         85,559         87,600        5559,75
           1353           1353         85,610         87,650        5559,77
           1354           1354         85,658         87,700        5559,78
           1355           1355         85,711         87,750         5559,8
           1356           1356         85,766         87,800        5559,82
           1357           1357         85,816         87,850        5559,84
           1358           1358         85,868         87,900        5559,86
           1359           1359         85,917         87,950        5559,88
           1360           1360         85,969         88,000         5559,9
           1361           1361         86,025         88,050        5559,92
           1362           1362         86,070         88,100        5559,93
           1363           1363         86,123         88,150        5559,95
           1364           1364         86,177         88,200        5559,97
           1365           1365         86,224         88,250        5559,99
           1366           1366         86,274         88,300        5560,01
           1367           1367         86,327         88,350        5560,03
           1368           1368         86,380         88,400        5560,05
           1369           1369         86,431         88,450        5560,07
           1370           1370         86,479         88,500        5560,09
           1371           1371         86,526         88,550         5560,1
           1372           1372         86,581         88,600        5560,12
           1373           1373         86,632         88,650        5560,14
           1374           1374         86,687         88,700        5560,16
           1375           1375         86,735         88,750        5560,18
           1376           1376         86,789         88,800         5560,2
           1377           1377         86,839         88,850        5560,22
           1378           1378         86,889         88,900        5560,24
           1379           1379         86,942         88,950        5560,25
           1380           1380         86,993         89,000        5560,27
           1381           1381         87,038         89,050        5560,29
           1382           1382         87,093         89,100        5560,31
           1383           1383         87,144         89,150        5560,33
           1384           1384         87,196         89,200        5560,35
           1385           1385         87,244         89,250        5560,37
           1386           1386         87,296         89,300        5560,39
           1387           1387         87,348         89,350         5560,4
           1388           1388         87,403         89,400        5560,42
           1389           1389         87,448         89,450        5560,44
           1390           1390         87,501         89,500        5560,46
           1391           1391         87,553         89,550        5560,48
           1392           1392         87,605         89,600         5560,5
           1393           1393         87,656         89,650        5560,52
           1394           1394         87,707         89,700        5560,54
           1395           1395         87,758         89,750        5560,55
           1396           1396         87,812         89,800        5560,57
           1397           1397         87,862         89,850        5560,59
           1398           1398         87,916         89,900        5560,61
           1399           1399         87,964         89,950        5560,63
           1400           1400         88,016         90,000        5560,65
           1401           1401         88,063         90,050        5560,67
           1402           1402         88,120         90,100        5560,69
           1403           1403         88,170         90,150        5560,71
           1404           1404         88,218         90,200        5560,72
           1405           1405         88,264         90,250        5560,74
           1406           1406         88,318         90,300        5560,76
           1407           1407         88,368         90,350        5560,78
           1408           1408         88,420         90,400         5560,8
           1409           1409         88,471         90,450        5560,82
           1410           1410         88,524         90,500        5560,84
           1411           1411         88,574         90,550        5560,85
           1412           1412         88,627         90,600        5560,87
           1413           1413         88,677         90,650        5560,89
           1414           1414         88,729         90,700        5560,91
           1415           1415         88,781         90,750        5560,93
           1416           1416         88,832         90,800        5560,95
           1417           1417         88,882         90,850        5560,97
           1418           1418         88,933         90,900        5560,99
           1419           1419         88,981         90,950        5561,01
           1420           1420         89,033         91,000        5561,02
           1421           1421         89,088         91,050        5561,04
           1422           1422         89,142         91,100        5561,06
           1423           1423         89,191         91,150        5561,08
           1424           1424         89,240         91,200         5561,1
           1425           1425         89,293         91,250        5561,12
           1426           1426         89,337         91,300        5561,14
           1427           1427         89,397         91,350        5561,16
           1428           1428         89,445         91,400        5561,17
           1429           1429         89,498         91,450        5561,19
           1430           1430         89,553         91,500        5561,21
           1431           1431         89,599         91,550        5561,23
           1432           1432         89,650         91,600        5561,25
           1433           1433         89,704         91,650        5561,27
           1434           1434         89,754         91,700        5561,28
           1435           1435         89,801         91,750         5561,3
           1436           1436         89,850         91,800        5561,32
           1437           1437         89,901         91,850        5561,34
           1438           1438         89,958         91,900        5561,36
           1439           1439         90,007         91,950        5561,38
           1440           1440         90,056         92,000         5561,4
           1441           1441         90,106         92,050        5561,42
           1442           1442         90,160         92,100        5561,43
           1443           1443         90,210         92,150        5561,45
           1444           1444         90,265         92,200        5561,47
           1445           1445         90,314         92,250        5561,49
           1446           1446         90,361         92,300        5561,51
           1447           1447         90,414         92,350        5561,53
           1448           1448         90,467         92,400        5561,54
           1449           1449         90,514         92,450        5561,56
           1450           1450         90,565         92,500        5561,58
           1451           1451         90,618         92,550         5561,6
           1452           1452         90,673         92,600        5561,62
           1453           1453         90,722         92,650        5561,64
           1454           1454         90,771         92,700        5561,66
           1455           1455         90,821         92,750        5561,68
           1456           1456         90,872         92,800        5561,69
           1457           1457         90,921         92,850        5561,71
           1458           1458         90,973         92,900        5561,73
           1459           1459         91,021         92,950        5561,75
           1460           1460         91,074         93,000        5561,77
           1461           1461         91,126         93,050        5561,79
           1462           1462         91,179         93,100        5561,81
           1463           1463         91,227         93,150        5561,83
           1464           1464         91,276         93,200        5561,85
           1465           1465         91,332         93,250        5561,86
           1466           1466         91,384         93,300        5561,88
           1467           1467         91,429         93,350         5561,9
           1468           1468         91,480         93,400        5561,92
           1469           1469         91,533         93,450        5561,94
           1470           1470         91,584         93,500        5561,96
           1471           1471         91,637         93,550        5561,98
           1472           1472         91,688         93,600           5562
           1473           1473         91,741         93,650        5562,02
           1474           1474         91,789         93,700        5562,03
           1475           1475         91,841         93,750        5562,05
           1476           1476         91,894         93,800        5562,07
           1477           1477         91,942         93,850        5562,09
           1478           1478         91,993         93,900        5562,11
           1479           1479         92,047         93,950        5562,13
           1480           1480         92,099         94,000        5562,15
           1481           1481         92,149         94,050        5562,17
           1482           1482         92,199         94,100        5562,18
           1483           1483         92,250         94,150         5562,2
           1484           1484         92,305         94,200        5562,22
           1485           1485         92,355         94,250        5562,24
           1486           1486         92,405         94,300        5562,26
           1487           1487         92,454         94,350        5562,28
           1488           1488         92,507         94,400        5562,29
           1489           1489         92,555         94,450        5562,31
           1490           1490         92,607         94,500        5562,33
           1491           1491         92,661         94,550        5562,35
           1492           1492         92,712         94,600        5562,37
           1493           1493         92,761         94,650        5562,39
           1494           1494         92,815         94,700        5562,41
           1495           1495         92,862         94,750        5562,43
           1496           1496         92,912         94,800        5562,44
           1497           1497         92,963         94,850        5562,46
           1498           1498         93,016         94,900        5562,48
           1499           1499         93,068         94,950         5562,5
           1500           1500         93,120         95,000        5562,52
           1501           1501         93,168         95,050        5562,54
           1502           1502         93,224         95,100        5562,56
           1503           1503         93,273         95,150        5562,57
           1504           1504         93,323         95,200        5562,59
           1505           1505         93,372         95,250        5562,61
           1506           1506         93,424         95,300        5562,63
           1507           1507         93,477         95,350        5562,65
           1508           1508         93,530         95,400        5562,67
           1509           1509         93,579         95,450        5562,69
           1510           1510         93,627         95,500        5562,71
           1511           1511         93,678         95,550        5562,72
           1512           1512         93,731         95,600        5562,74
           1513           1513         93,785         95,650        5562,76
           1514           1514         93,837         95,700        5562,78
           1515           1515         93,887         95,750         5562,8
           1516           1516         93,931         95,800        5562,82
           1517           1517         93,981         95,850        5562,83
           1518           1518         94,036         95,900        5562,85
           1519           1519         94,086         95,950        5562,87
           1520           1520         94,138         96,000        5562,89
           1521           1521         94,191         96,050        5562,91
           1522           1522         94,238         96,100        5562,93
           1523           1523         94,289         96,150        5562,95
           1524           1524         94,341         96,200        5562,97
           1525           1525         94,390         96,250        5562,99
           1526           1526         94,442         96,300        5563,01
           1527           1527         94,495         96,350        5563,02
           1528           1528         94,545         96,400        5563,04
           1529           1529         94,598         96,450        5563,06
           1530           1530         94,647         96,500        5563,08
           1531           1531         94,701         96,550         5563,1
           1532           1532         94,752         96,600        5563,12
           1533           1533         94,800         96,650        5563,14
           1534           1534         94,850         96,700        5563,16
           1535           1535         94,900         96,750        5563,18
           1536           1536         94,954         96,800         5563,2
           1537           1537         95,008         96,850        5563,22
           1538           1538         95,054         96,900        5563,24
           1539           1539         95,103         96,950        5563,26
           1540           1540         95,158         97,000        5563,27
           1541           1541         95,209         97,050        5563,29
           1542           1542         95,262         97,100        5563,31
           1543           1543         95,313         97,150        5563,33
           1544           1544         95,360         97,200        5563,35
           1545           1545         95,407         97,250        5563,37
           1546           1546         95,466         97,300        5563,39
           1547           1547         95,514         97,350         5563,4
           1548           1548         95,567         97,400        5563,42
           1549           1549         95,618         97,450        5563,44
           1550           1550         95,665         97,500        5563,46
           1551           1551         95,717         97,550        5563,48
           1552           1552         95,771         97,600         5563,5
           1553           1553         95,821         97,650        5563,52
           1554           1554         95,872         97,700        5563,54
           1555           1555         95,924         97,750        5563,55
           1556           1556         95,976         97,800        5563,57
           1557           1557         96,027         97,850        5563,59
           1558           1558         96,077         97,900        5563,61
           1559           1559         96,130         97,950        5563,63
           1560           1560         96,177         98,000        5563,65
           1561           1561         96,227         98,050        5563,67
           1562           1562         96,284         98,100        5563,68
           1563           1563         96,332         98,150         5563,7
           1564           1564         96,383         98,200        5563,72
           1565           1565         96,439         98,250        5563,74
           1566           1566         96,487         98,300        5563,76
           1567           1567         96,540         98,350        5563,78
           1568           1568         96,591         98,400         5563,8
           1569           1569         96,641         98,450        5563,82
           1570           1570         96,692         98,500        5563,84
           1571           1571         96,747         98,550        5563,85
           1572           1572         96,794         98,600        5563,87
           1573           1573         96,846         98,650        5563,89
           1574           1574         96,899         98,700        5563,91
           1575           1575         96,948         98,750        5563,93
           1576           1576         96,995         98,800        5563,95
           1577           1577         97,049         98,850        5563,97
           1578           1578         97,098         98,900        5563,99
           1579           1579         97,150         98,950           5564
           1580           1580         97,200         99,000        5564,02
           1581           1581         97,253         99,050        5564,04
           1582           1582         97,303         99,100        5564,06
           1583           1583         97,352         99,150        5564,08
           1584           1584         97,404         99,200         5564,1
           1585           1585         97,456         99,250        5564,12
           1586           1586         97,506         99,300        5564,13
           1587           1587         97,557         99,350        5564,15
           1588           1588         97,603         99,400        5564,17
           1589           1589         97,658         99,450        5564,19
           1590           1590         97,709         99,500        5564,21
           1591           1591         97,757         99,550        5564,23
           1592           1592         97,814         99,600        5564,25
           1593           1593         97,864         99,650        5564,27
           1594           1594         97,914         99,700        5564,29
           1595           1595         97,964         99,750        5564,31
           1596           1596         98,015         99,800        5564,32
           1597           1597         98,067         99,850        5564,34
           1598           1598         98,111         99,900        5564,36
           1599           1599         98,170         99,950        5564,38
           1600           1600         98,224        100,000         5564,4
           1601           1601         98,272        100,050        5564,42
           1602           1602         98,321        100,100        5564,44
           1603           1603         98,375        100,150        5564,46
           1604           1604         98,424        100,200        5564,48
           1605           1605         98,476        100,250         5564,5
           1606           1606         98,528        100,300        5564,52
           1607           1607         98,575        100,350        5564,54
           1608           1608         98,628        100,400        5564,56
           1609           1609         98,678        100,450        5564,57
           1610           1610         98,732        100,500        5564,59
           1611           1611         98,781        100,550        5564,61
           1612           1612         98,834        100,600        5564,63
           1613           1613         98,887        100,650        5564,65
           1614           1614         98,935        100,700        5564,67
           1615           1615         98,986        100,750        5564,69
           1616           1616         99,039        100,800        5564,71
           1617           1617         99,090        100,850        5564,73
           1618           1618         99,141        100,900        5564,74
           1619           1619         99,193        100,950        5564,76
           1620           1620         99,241        101,000        5564,78
           1621           1621         99,294        101,050         5564,8
           1622           1622         99,344        101,100        5564,82
           1623           1623         99,395        101,150        5564,84
           1624           1624         99,445        101,200        5564,86
           1625           1625         99,497        101,250        5564,88
           1626           1626         99,547        101,300        5564,89
           1627           1627         99,598        101,350        5564,91
           1628           1628         99,650        101,400        5564,93
           1629           1629         99,702        101,450        5564,95
           1630           1630         99,752        101,500        5564,97
           1631           1631         99,802        101,550        5564,99
           1632           1632         99,855        101,600        5565,01
           1633           1633         99,907        101,650        5565,03
           1634           1634         99,953        101,700        5565,05
           1635           1635        100,009        101,750        5565,06
           1636           1636        100,063        101,800        5565,08
           1637           1637        100,109        101,850         5565,1
           1638           1638        100,160        101,900        5565,12
           1639           1639        100,214        101,950        5565,14
           1640           1640        100,264        102,000        5565,16
           1641           1641        100,315        102,050        5565,18
           1642           1642        100,365        102,100         5565,2
           1643           1643        100,413        102,150        5565,22
           1644           1644        100,470        102,200        5565,24
           1645           1645        100,521        102,250        5565,26
           1646           1646        100,568        102,300        5565,28
           1647           1647        100,623        102,350         5565,3
           1648           1648        100,672        102,400        5565,31
           1649           1649        100,722        102,450        5565,33
           1650           1650        100,774        102,500        5565,35
           1651           1651        100,828        102,550        5565,37
           1652           1652        100,874        102,600        5565,39
           1653           1653        100,923        102,650        5565,41
           1654           1654        100,980        102,700        5565,43
           1655           1655        101,031        102,750        5565,45
           1656           1656        101,080        102,800        5565,47
           1657           1657        101,133        102,850        5565,49
           1658           1658        101,184        102,900        5565,51
           1659           1659        101,232        102,950        5565,52
           1660           1660        101,286        103,000        5565,54
           1661           1661        101,340        103,050        5565,56
           1662           1662        101,388        103,100        5565,58
           1663           1663        101,442        103,150         5565,6
           1664           1664        101,493        103,200        5565,62
           1665           1665        101,541        103,250        5565,64
           1666           1666        101,592        103,300        5565,66
           1667           1667        101,644        103,350        5565,67
           1668           1668        101,693        103,400        5565,69
           1669           1669        101,745        103,450        5565,71
           1670           1670        101,800        103,500        5565,73
           1671           1671        101,852        103,550        5565,75
           1672           1672        101,904        103,600        5565,76
           1673           1673        101,954        103,650        5565,78
           1674           1674        102,003        103,700         5565,8
           1675           1675        102,056        103,750        5565,82
           1676           1676        102,105        103,800        5565,84
           1677           1677        102,157        103,850        5565,85
           1678           1678        102,205        103,900        5565,87
           1679           1679        102,257        103,950        5565,89
           1680           1680        102,311        104,000        5565,91
           1681           1681        102,368        104,050        5565,92
           1682           1682        102,420        104,100        5565,94
           1683           1683        102,465        104,150        5565,96
           1684           1684        102,520        104,200        5565,98
           1685           1685        102,565        104,250           5566
           1686           1686        102,613        104,300        5566,01
           1687           1687        102,670        104,350        5566,03
           1688           1688        102,720        104,400        5566,05
           1689           1689        102,770        104,450        5566,07
           1690           1690        102,820        104,500        5566,08
           1691           1691        102,865        104,550         5566,1
           1692           1692        102,919        104,600        5566,12
           1693           1693        102,968        104,650        5566,14
           1694           1694        103,022        104,700        5566,15
           1695           1695        103,072        104,750        5566,17
           1696           1696        103,126        104,800        5566,19
           1697           1697        103,175        104,850         5566,2
           1698           1698        103,221        104,900        5566,22
           1699           1699        103,270        104,950        5566,24
           1700           1700        103,317        105,000        5566,26
           1701           1701        103,370        105,050        5566,27
           1702           1702        103,419        105,100        5566,29
           1703           1703        103,470        105,150        5566,31
           1704           1704        103,526        105,200        5566,33
           1705           1705        103,573        105,250        5566,34
           1706           1706        103,625        105,300        5566,36
           1707           1707        103,674        105,350        5566,38
           1708           1708        103,723        105,400         5566,4
           1709           1709        103,776        105,450        5566,42
           1710           1710        103,827        105,500        5566,43
           1711           1711        103,875        105,550        5566,45
           1712           1712        103,920        105,600        5566,47
           1713           1713        103,969        105,650        5566,48
           1714           1714        104,018        105,700         5566,5
           1715           1715        104,068        105,750        5566,52
           1716           1716        104,116        105,800        5566,54
           1717           1717        104,170        105,850        5566,56
           1718           1718        104,219        105,900        5566,57
           1719           1719        104,267        105,950        5566,59
           1720           1720        104,320        106,000        5566,61
           1721           1721        104,369        106,050        5566,63
           1722           1722        104,415        106,100        5566,64
           1723           1723        104,470        106,150        5566,66
           1724           1724        104,519        106,200        5566,68
           1725           1725        104,570        106,250         5566,7
           1726           1726        104,618        106,300        5566,72
           1727           1727        104,665        106,350        5566,73
           1728           1728        104,717        106,400        5566,75
           1729           1729        104,771        106,450        5566,77
           1730           1730        104,818        106,500        5566,79
           1731           1731        104,863        106,550         5566,8
           1732           1732        104,917        106,600        5566,82
           1733           1733        104,967        106,650        5566,84
           1734           1734        105,020        106,700        5566,86
           1735           1735        105,065        106,750        5566,88
           1736           1736        105,117        106,800        5566,89
           1737           1737        105,163        106,850        5566,91
           1738           1738        105,215        106,900        5566,93
           1739           1739        105,268        106,950        5566,95
           1740           1740        105,317        107,000        5566,97
           1741           1741        105,361        107,050        5566,98
           1742           1742        105,417        107,100           5567
           1743           1743        105,462        107,150        5567,02
           1744           1744        105,512        107,200        5567,04
           1745           1745        105,563        107,250        5567,05
           1746           1746        105,611        107,300        5567,07
           1747           1747        105,661        107,350        5567,09
           1748           1748        105,713        107,400        5567,11
           1749           1749        105,764        107,450        5567,13
           1750           1750        105,814        107,500        5567,14
           1751           1751        105,861        107,550        5567,16
           1752           1752        105,911        107,600        5567,18
           1753           1753        105,959        107,650         5567,2
           1754           1754        106,012        107,700        5567,21
           1755           1755        106,060        107,750        5567,23
           1756           1756        106,107        107,800        5567,25
           1757           1757        106,156        107,850        5567,27
           1758           1758        106,206        107,900        5567,29
           1759           1759        106,261        107,950         5567,3
           1760           1760        106,309        108,000        5567,32
           1761           1761        106,356        108,050        5567,34
           1762           1762        106,404        108,100        5567,36
           1763           1763        106,452        108,150        5567,38
           1764           1764        106,504        108,200        5567,39
           1765           1765        106,554        108,250        5567,41
           1766           1766        106,606        108,300        5567,43
           1767           1767        106,656        108,350        5567,45
           1768           1768        106,705        108,400        5567,46
           1769           1769        106,753        108,450        5567,48
           1770           1770        106,802        108,500         5567,5
           1771           1771        106,855        108,550        5567,52
           1772           1772        106,905        108,600        5567,54
           1773           1773        106,954        108,650        5567,55
           1774           1774        107,004        108,700        5567,57
           1775           1775        107,053        108,750        5567,59
           1776           1776        107,104        108,800        5567,61
           1777           1777        107,155        108,850        5567,63
           1778           1778        107,201        108,900        5567,64
           1779           1779        107,252        108,950        5567,66
           1780           1780        107,301        109,000        5567,68
           1781           1781        107,353        109,050         5567,7
           1782           1782        107,402        109,100        5567,72
           1783           1783        107,452        109,150        5567,73
           1784           1784        107,500        109,200        5567,75
           1785           1785        107,553        109,250        5567,77
           1786           1786        107,607        109,300        5567,79
           1787           1787        107,650        109,350        5567,81
           1788           1788        107,703        109,400        5567,82
           1789           1789        107,752        109,450        5567,84
           1790           1790        107,800        109,500        5567,86
           1791           1791        107,847        109,550        5567,88
           1792           1792        107,899        109,600         5567,9
           1793           1793        107,950        109,650        5567,91
           1794           1794        107,995        109,700        5567,93
           1795           1795        108,048        109,750        5567,95
           1796           1796        108,098        109,800        5567,97
           1797           1797        108,150        109,850        5567,99
           1798           1798        108,197        109,900           5568
           1799           1799        108,247        109,950        5568,02
           1800           1800        108,294        110,000        5568,04
           1801           1801        108,346        110,050        5568,06
           1802           1802        108,394        110,100        5568,08
           1803           1803        108,442        110,150         5568,1
           1804           1804        108,496        110,200        5568,11
           1805           1805        108,546        110,250        5568,13
           1806           1806        108,593        110,300        5568,15
           1807           1807        108,637        110,350        5568,17
           1808           1808        108,697        110,400        5568,19
           1809           1809        108,744        110,450        5568,21
           1810           1810        108,793        110,500        5568,22
           1811           1811        108,843        110,550        5568,24
           1812           1812        108,896        110,600        5568,26
           1813           1813        108,942        110,650        5568,28
           1814           1814        108,997        110,700         5568,3
           1815           1815        109,043        110,750        5568,31
           1816           1816        109,092        110,800        5568,33
           1817           1817        109,139        110,850        5568,35
           1818           1818        109,190        110,900        5568,37
           1819           1819        109,242        110,950        5568,39
           1820           1820        109,290        111,000        5568,41
           1821           1821        109,343        111,050        5568,42
           1822           1822        109,392        111,100        5568,44
           1823           1823        109,438        111,150        5568,46
           1824           1824        109,490        111,200        5568,48
           1825           1825        109,541        111,250         5568,5
           1826           1826        109,591        111,300        5568,52
           1827           1827        109,646        111,350        5568,54
           1828           1828        109,686        111,400        5568,55
           1829           1829        109,737        111,450        5568,57
           1830           1830        109,789        111,500        5568,59
           1831           1831        109,836        111,550        5568,61
           1832           1832        109,888        111,600        5568,63
           1833           1833        109,934        111,650        5568,65
           1834           1834        109,990        111,700        5568,66
           1835           1835        110,036        111,750        5568,68
           1836           1836        110,086        111,800         5568,7
           1837           1837        110,138        111,850        5568,72
           1838           1838        110,191        111,900        5568,74
           1839           1839        110,237        111,950        5568,75
           1840           1840        110,283        112,000        5568,77
           1841           1841        110,335        112,050        5568,79
           1842           1842        110,387        112,100        5568,81
           1843           1843        110,438        112,150        5568,83
           1844           1844        110,484        112,200        5568,85
           1845           1845        110,534        112,250        5568,86
           1846           1846        110,577        112,300        5568,88
           1847           1847        110,633        112,350         5568,9
           1848           1848        110,683        112,400        5568,92
           1849           1849        110,731        112,450        5568,94
           1850           1850        110,780        112,500        5568,95
           1851           1851        110,829        112,550        5568,97
           1852           1852        110,880        112,600        5568,99
           1853           1853        110,931        112,650        5569,01
           1854           1854        110,982        112,700        5569,03
           1855           1855        111,032        112,750        5569,05
           1856           1856        111,083        112,800        5569,06
           1857           1857        111,126        112,850        5569,08
